batch_id,id,meta.code_1,meta.code_2,meta.code_3,meta.code_4,meta.code_5,meta.code_6,meta.code_7,meta.code_8,meta.code_9,meta.code_10,meta.code_11,meta.code_12,meta.code_13,meta.code_14,label,description
0216,284971679_1016457852388365_1079509037461812961_n.png,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Elements: Earth: Animals: Pigs ,Infrastructure/Needs: miscellaneous (10),,,,,,,,,,,284971679_1016457852388365_1079509037461812961_n.png,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Elements: Earth: Animals: Pigs , Infrastructure/Needs: miscellaneous (10)"
0217,285046694_705370587346380_584944701795163349_n.png,Art: miscellaneous (11) ,Community: miscellaneous (3) ,RJ/TJ,,,,,,,,,,,,285046694_705370587346380_584944701795163349_n.png,"Art: miscellaneous (11) , Community: miscellaneous (3) , RJ/TJ"
0218,285136047_696951538045764_5119754398493099519_n.png,Art: miscellaneous (11) ,Protests/Marches: Megaphone ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,,,285136047_696951538045764_5119754398493099519_n.png,"Art: miscellaneous (11) , Protests/Marches: Megaphone , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0219,285155048_704679540645300_7476697089280056881_n.png,Art: Graffiti ,Art: miscellaneous (11) ,Geography: Montreal ,Slogans: DDD ,Slogans: miscellaneous (7),,,,,,,,,,285155048_704679540645300_7476697089280056881_n.png,"Art: Graffiti , Art: miscellaneous (11) , Geography: Montreal , Slogans: DDD , Slogans: miscellaneous (7)"
0220,285297126_3160323350900570_681685526840275870_n.jpeg,,,,,,,,,,,,,,,285297126_3160323350900570_681685526840275870_n.jpeg,
0221,285524748_2043927272458047_156149658850797069_n.png,Archival/Era: 2020s ,Geography: Knoxville ,Slogans: BLM ,Slogans: BLM: Anthony Thompson Jr ,Violence: Police Violence,,,,,,,,,,285524748_2043927272458047_156149658850797069_n.png,"Archival/Era: 2020s , Geography: Knoxville , Slogans: BLM , Slogans: BLM: Anthony Thompson Jr , Violence: Police Violence"
0222,286312919_345787891000202_2367630278094670174_n.jpg,,,,,,,,,,,,,,,286312919_345787891000202_2367630278094670174_n.jpg,
0223,287044797_1076213036613034_8398102763230295111_n.jpeg,,,,,,,,,,,,,,,287044797_1076213036613034_8398102763230295111_n.jpeg,
0224,290293519_4982479865197534_6388986708318782708_n.jpg,,,,,,,,,,,,,,,290293519_4982479865197534_6388986708318782708_n.jpg,
0225,291394420_4982471688531685_7511360515410291518_n.jpg,,,,,,,,,,,,,,,291394420_4982471688531685_7511360515410291518_n.jpg,
0226,291516625_4982479888530865_8765095863386712460_n.jpg,,,,,,,,,,,,,,,291516625_4982479888530865_8765095863386712460_n.jpg,
0227,291519614_4982480778530776_387523225564099378_n.jpg,,,,,,,,,,,,,,,291519614_4982480778530776_387523225564099378_n.jpg,
0228,292998958_785248029553672_3494516790260697207_n.jpeg,,,,,,,,,,,,,,,292998958_785248029553672_3494516790260697207_n.jpeg,
0229,0304221328a.jpg,,,,,,,,,,,,,,,0304221328a.jpg,
0230,0320221457.jpg,,,,,,,,,,,,,,,0320221457.jpg,
0231,0411221114a.jpg,Art: miscellaneous (11) ,Art: Mural ,Elements: Earth ,Elements: Earth: Animals: Birds ,Elements: Earth: Animals: Butterflies ,Elements: miscellaneous (8) ,Elements: Water ,Environment ,Geography: Knoxville,,,,,,0411221114a.jpg,
0232,0414212010.jpg,,,,,,,,,,,,,,,0414212010.jpg,
0233,0430221130.jpg,,,,,,,,,,,,,,,0430221130.jpg,
0234,0430221142.jpg,Community: miscellaneous (3) ,Geography: Knoxville,,,,,,,,,,,,,0430221142.jpg,"Community: miscellaneous (3) , Geography: Knoxville"
0235,0603221245_HDR.jpg,,,,,,,,,,,,,,,0603221245_HDR.jpg,
0236,0619212003_HDR.jpg,Archival/Era: 2020s ,Community: miscellaneous (3) ,Elements: Sky/Void: Rainbows ,Geography: Knoxville ,Protests/Marches: Juneteenth ,Protests/Marches: miscellaneous,,,,,,,,,0619212003_HDR.jpg,"Archival/Era: 2020s , Community: miscellaneous (3) , Elements: Sky/Void: Rainbows , Geography: Knoxville , Protests/Marches: Juneteenth , Protests/Marches: miscellaneous"
0237,0731211824.jpg,,,,,,,,,,,,,,,0731211824.jpg,
0238,0924210855_HDR.jpg,,,,,,,,,,,,,,,0924210855_HDR.jpg,
0239,1005211235a.jpg,Art: Artisits: Viv Swayne ,Art: miscellaneous (11) ,Carceral Imagery: Barb Wire/Fences/Walls ,Community: miscellaneous (3),,,,,,,,,,,1005211235a.jpg,"Art: Artisits: Viv Swayne , Art: miscellaneous (11) , Carceral Imagery: Barb Wire/Fences/Walls , Community: miscellaneous (3)"
0240,49986303008_0a75c6663f_o.jpg,,,,,,,,,,,,,,,49986303008_0a75c6663f_o.jpg,
0241,161027161209-03-dakota-access-pipeline-1027-exlarge-169.jpg,Elements: Fire ,Elements: miscellaneous (8) ,Violence: Police Violence,,,,,,,,,,,,161027161209-03-dakota-access-pipeline-1027-exlarge-169.jpg,"Elements: Fire , Elements: miscellaneous (8) , Violence: Police Violence"
0242,1656107319517.jpeg,,,,,,,,,,,,,,,1656107319517.jpeg,
0243,1656107319517.jpg,,,,,,,,,,,,,,,1656107319517.jpg,
0244,636131337926542364-1526519429_AP_mandan_north_dakota_pipeline_protest_jt_161022_16x9_992.jpg,Carceral Imagery: Police Imagery ,Elements: Earth ,Protests/Marches: miscellaneous ,Violence: Police Violence,,,,,,,,,,,636131337926542364-1526519429_AP_mandan_north_dakota_pipeline_protest_jt_161022_16x9_992.jpg,"Carceral Imagery: Police Imagery , Elements: Earth , Protests/Marches: miscellaneous , Violence: Police Violence"
0245,636662914980197597-AbolishIce-01.JPG,Art: Billboards ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : ICE ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,,,636662914980197597-AbolishIce-01.JPG,"Art: Billboards , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : ICE , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0246,aaaaaaaaaaaaaaa.jpg,Archival/Era: 2010s ,Geography: Sweden ,Protests/Marches: miscellaneous ,Protests/Marches: Pride,,,,,,,,,,,aaaaaaaaaaaaaaa.jpg,"Archival/Era: 2010s , Geography: Sweden , Protests/Marches: miscellaneous , Protests/Marches: Pride"
0247,aaaaaaaaaaaaaaaaaaaaa.jpg,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery ,Geography: Sweden ,Protests/Marches: miscellaneous ,Protests/Marches: Pride,,,,,,,,,,aaaaaaaaaaaaaaaaaaaaa.jpg,"Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery , Geography: Sweden , Protests/Marches: miscellaneous , Protests/Marches: Pride"
0248,AART_Abolition_2021_acrylic-on-canvas_-35x78_FCArtonAbolition-1568x723.jpg,Art: miscellaneous (11) ,Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Elements: Air ,Elements: miscellaneous (8) ,Elements: Sky/Void,,,,,,,,AART_Abolition_2021_acrylic-on-canvas_-35x78_FCArtonAbolition-1568x723.jpg,"Art: miscellaneous (11) , Carceral Imagery: Barb Wire/Fences/Walls , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Elements: Air , Elements: miscellaneous (8) , Elements: Sky/Void"
0249,abolish_border_imperialism_program.jpg,Archival/Era: 2010s ,Events ,Geography: Minneapolis,,,,,,,,,,,,abolish_border_imperialism_program.jpg,"Archival/Era: 2010s , Events , Geography: Minneapolis"
0250,AbolitionConferencePoster_smaller.jpg,Art: Artisits: Ricardo Levins Morales ,Art: Posters ,Elements: Fire ,Events,,,,,,,,,,,AbolitionConferencePoster_smaller.jpg,"Art: Artisits: Ricardo Levins Morales , Art: Posters , Elements: Fire , Events"
0251,abortionlawbreaking1.jpeg,,,,,,,,,,,,,,,abortionlawbreaking1.jpeg,
0252,ACLU-people-not-prisons.jpg,Art: Billboards ,Slogans: miscellaneous (7),,,,,,,,,,,,,ACLU-people-not-prisons.jpg,"Art: Billboards , Slogans: miscellaneous (7)"
0253,adrienne-hungerwallposter-detail1.jpg,Archival/Era: 2010s ,Art: miscellaneous (11) ,Art: Posters ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars ,Elements: Sky/Void: Rainbows,,,,,,,,,adrienne-hungerwallposter-detail1.jpg,"Archival/Era: 2010s , Art: miscellaneous (11) , Art: Posters , Carceral Imagery: Prison Imagery , Carceral Imagery: Prison Imagery: Bars , Elements: Sky/Void: Rainbows"
0254,aiu_PelicanBay_redesign286.jpg,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Elements: Earth ,Environment,,,,,,,,,,,aiu_PelicanBay_redesign286.jpg,"Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Elements: Earth , Environment"
0255,alex_600px-522x800.jpg,,,,,,,,,,,,,,,alex_600px-522x800.jpg,
0256,alternative.jpeg,,,,,,,,,,,,,,,alternative.jpeg,
0257,AltoPolimigra_1500px.jpg,,,,,,,,,,,,,,,AltoPolimigra_1500px.jpg,
0258,amaryllisvisiting-e1403617789626.jpg,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars ,Elements: Water ,Environment ,World-building: miscellaneous (6),,,,,,,,amaryllisvisiting-e1403617789626.jpg,
0259,Amor-Y.jpg,Art: miscellaneous (11) ,Elements: Sky/Void,,,,,,,,,,,,,Amor-Y.jpg,
0260,Amplifier Layout_w_oprintersmarks (1).jpg,,,,,,,,,,,,,,,Amplifier Layout_w_oprintersmarks (1).jpg,
0261,Andalushia-Knoll-color.jpeg,,,,,,,,,,,,,,,Andalushia-Knoll-color.jpeg,
0262,Andalushia-Knoll-color.jpg,,,,,,,,,,,,,,,Andalushia-Knoll-color.jpg,
0263,Angie (002).jpg,Art: Artisits: Viv Swayne ,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Slogans: miscellaneous (7),,,,,,,,,,,Angie (002).jpg,"Art: Artisits: Viv Swayne , Art: miscellaneous (11) , Community: miscellaneous (3) , Slogans: miscellaneous (7)"
0264,ap_17069643612157_wide-cd45289efe80711339fcda77b800c2cc4b7c4774-s700-c85.jpg,Protests/Marches: miscellaneous,,,,,,,,,,,,,,ap_17069643612157_wide-cd45289efe80711339fcda77b800c2cc4b7c4774-s700-c85.jpg,Protests/Marches: miscellaneous
0265,ap-border-deaths-4_3.jpg,,,,,,,,,,,,,,,ap-border-deaths-4_3.jpg,
0266,Article10UDHR_1500.jpg,,,,,,,,,,,,,,,Article10UDHR_1500.jpg,
0267,Article12UDHR_1500.jpg,,,,,,,,,,,,,,,Article12UDHR_1500.jpg,
0268,Article19UDHR_1500.jpg,,,,,,,,,,,,,,,Article19UDHR_1500.jpg,
0269,Article29UDHR_1500.jpg,,,,,,,,,,,,,,,Article29UDHR_1500.jpg,
0270,Article30UDHR_1500.jpg,,,,,,,,,,,,,,,Article30UDHR_1500.jpg,
0271,Ashley_detail.jpg,,,,,,,,,,,,,,,Ashley_detail.jpg,
0272,Background.jpg,,,,,,,,,,,,,,,Background.jpg,
0273,begay.jpeg,,,,,,,,,,,,,,,begay.jpeg,
0274,billboard.jpeg,,,,,,,,,,,,,,,billboard.jpeg,
0275,billydee-e1297894269395.jpg,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,World-building: miscellaneous (6),,,,,,,,,,,billydee-e1297894269395.jpg,"Art: miscellaneous (11) , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , World-building: miscellaneous (6)"
0276,billypicismental.jpg,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Infrastructure/Needs: miscellaneous (10),,,,,,,,,,,,billypicismental.jpg,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Infrastructure/Needs: miscellaneous (10)"
0277,birdswire.jpg,Art: miscellaneous (11) ,Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: miscellaneous (5) ,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Birds,,,,,,,,,birdswire.jpg,"Art: miscellaneous (11) , Carceral Imagery: Barb Wire/Fences/Walls , Carceral Imagery: miscellaneous (5) , Elements: Earth , Elements: Earth: Animals , Elements: Earth: Animals: Birds"
0278,Black August Bail Out.jpg,Protests/Marches: miscellaneous ,Slogans: miscellaneous (7),,,,,,,,,,,,,Black August Bail Out.jpg,"Protests/Marches: miscellaneous , Slogans: miscellaneous (7)"
0279,blackandwhiteflyerenglish.png,Archival/Era: 2010s ,Art: miscellaneous (11) ,Events,,,,,,,,,,,,blackandwhiteflyerenglish.png,"Archival/Era: 2010s , Art: miscellaneous (11) , Events"
0280,BLM-MLK-076.JPG,Archival/Era: 2020s ,Art: miscellaneous (11) ,Geography: Knoxville ,Protests/Marches: miscellaneous ,Slogans: BLM ,Slogans: miscellaneous (7),,,,,,,,,BLM-MLK-076.JPG,"Archival/Era: 2020s , Art: miscellaneous (11) , Geography: Knoxville , Protests/Marches: miscellaneous , Slogans: BLM , Slogans: miscellaneous (7)"
0281,BLM-MLK-080.JPG,Archival/Era: 2020s ,Art: miscellaneous (11) ,Community: miscellaneous (3) ,Geography: Knoxville ,Slogans: BLM ,Slogans: miscellaneous (7),,,,,,,,,BLM-MLK-080.JPG,"Archival/Era: 2020s , Art: miscellaneous (11) , Community: miscellaneous (3) , Geography: Knoxville , Slogans: BLM , Slogans: miscellaneous (7)"
0282,BLM-MLK-088.JPG,Archival/Era: 2020s ,Art: miscellaneous (11) ,Geography: Knoxville ,Protests/Marches: miscellaneous ,Slogans: BLM ,Slogans: miscellaneous (7),,,,,,,,,BLM-MLK-088.JPG,"Archival/Era: 2020s , Art: miscellaneous (11) , Geography: Knoxville , Protests/Marches: miscellaneous , Slogans: BLM , Slogans: miscellaneous (7)"
0283,BLM-SAH-mural-e1617032904528.jpeg,,,,,,,,,,,,,,,BLM-SAH-mural-e1617032904528.jpeg,
0284,BrettStory_TPITL_Poster18x24_Laurels.jpg,Academia: Scholars: Brett Story ,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery,,,,,,,,,,,BrettStory_TPITL_Poster18x24_Laurels.jpg,
0285,brick.jpeg,,,,,,,,,,,,,,,brick.jpeg,
0286,buck.jpg,,,,,,,,,,,,,,,buck.jpg,
0287,byp100.jpg,Protests/Marches: miscellaneous ,Slogans: miscellaneous (7),,,,,,,,,,,,,byp100.jpg,
0288,C5A5123C-BAD3-4235-8F5E-C644048DFE94.JPG,Academia: miscellaneous (4) ,Academia: UTK Campus ,Academia: UTK Campus: UT ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous ,Protests/Marches: Power Fist,,,,,,,,,C5A5123C-BAD3-4235-8F5E-C644048DFE94.JPG,
0289,California-billboard-‘Welcome-to-America-home-to-5-of-the-world’s-people-25-of-the-world’s-prisoners’-2011-by-NAACP.jpg,Art: Billboards ,Carceral Imagery: miscellaneous (5) ,World-building: miscellaneous (6),,,,,,,,,,,,California-billboard-‘Welcome-to-America-home-to-5-of-the-world’s-people-25-of-the-world’s-prisoners’-2011-by-NAACP.jpg,
0290,California-prisoner-hunger-strike-solidarity-rally-Irma-Hedlin-mother-of-two-hunger-strikers-at-Pelican-Bay-speaks-100511-at-CDCR-HQ-Sacramento-by-Bill-Hackwell.jpg,,,,,,,,,,,,,,,California-prisoner-hunger-strike-solidarity-rally-Irma-Hedlin-mother-of-two-hunger-strikers-at-Pelican-Bay-speaks-100511-at-CDCR-HQ-Sacramento-by-Bill-Hackwell.jpg,
0291,CautionSign-IllegalsCrossing.jpg,,,,,,,,,,,,,,,CautionSign-IllegalsCrossing.jpg,
0292,CDR_2020_Creditsphoto_OlivierBousquet-P8300242.jpg,Art: miscellaneous (11) ,Art: Mural ,Elements: Earth ,Slogans: No Jails/Bail ,World-building: miscellaneous (6),,,,,,,,,,CDR_2020_Creditsphoto_OlivierBousquet-P8300242.jpg,"Art: miscellaneous (11) , Art: Mural , Elements: Earth , Slogans: No Jails/Bail , World-building: miscellaneous (6)"
0293,cf1fb44f9368d9195abd5a59967505d1.jpg,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars,,,,,,,,,,,cf1fb44f9368d9195abd5a59967505d1.jpg,"Art: miscellaneous (11) , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Carceral Imagery: Prison Imagery: Bars"
0294,Chains 1.png,,,,,,,,,,,,,,,Chains 1.png,
0295,Chains 2.png,,,,,,,,,,,,,,,Chains 2.png,
0296,Chains 3.png,Art: miscellaneous (11) ,Art: Painting ,Carceral Imagery: Chains ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars,,,,,,,,,Chains 3.png,"Art: miscellaneous (11) , Art: Painting , Carceral Imagery: Chains , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Carceral Imagery: Prison Imagery: Bars"
0297,Chains 4.png,,,,,,,,,,,,,,,Chains 4.png,
0298,Chains 5.png,Academia: miscellaneous (4) ,Carceral Imagery: Chains,,,,,,,,,,,,,Chains 5.png,"Academia: miscellaneous (4) , Carceral Imagery: Chains"
0299,ChicagoACTCollective_CopsOutOfSchools-Ivan-Arenas-2164x2800 copy.png,Carceral Imagery: miscellaneous (5) ,Community: Schools ,Slogans: miscellaneous (7),,,,,,,,,,,,ChicagoACTCollective_CopsOutOfSchools-Ivan-Arenas-2164x2800 copy.png,"Carceral Imagery: miscellaneous (5) , Community: Schools , Slogans: miscellaneous (7)"
0300,courtesy_standing_rock_dakota_access_pipeline_opposition2.jpg,,,,,,,,,,,,,,,courtesy_standing_rock_dakota_access_pipeline_opposition2.jpg,
0301,CPH_Crisis_Soundriots1500.jpg,,,,,,,,,,,,,,,CPH_Crisis_Soundriots1500.jpg,
0302,CPH_Peet_MAS1500.jpg,,,,,,,,,,,,,,,CPH_Peet_MAS1500.jpg,
0303,CPH_Stono2022.jpg,,,,,,,,,,,,,,,CPH_Stono2022.jpg,
0304,CPH_TakeAKnee1500-1.jpg,,,,,,,,,,,,,,,CPH_TakeAKnee1500-1.jpg,
0305,CPH_Thomas_SojTruth1500.jpg,,,,,,,,,,,,,,,CPH_Thomas_SojTruth1500.jpg,
0306,CPH_Vanguard1500.jpg,,,,,,,,,,,,,,,CPH_Vanguard1500.jpg,
0307,CPH_Weiner_ComiteExigimos1500.jpg,,,,,,,,,,,,,,,CPH_Weiner_ComiteExigimos1500.jpg,
0308,CPH003_JohnBrown-scaled.jpg,,,,,,,,,,,,,,,CPH003_JohnBrown-scaled.jpg,
0309,CPH007_SylviaRayRivera.jpg,,,,,,,,,,,,,,,CPH007_SylviaRayRivera.jpg,
0310,CPH030_SilentMajarity.jpg,,,,,,,,,,,,,,,CPH030_SilentMajarity.jpg,
0311,CPH055_StoptheRaids.jpg,,,,,,,,,,,,,,,CPH055_StoptheRaids.jpg,
0312,CPH059_MadresDePlaza.jpg,,,,,,,,,,,,,,,CPH059_MadresDePlaza.jpg,
0313,CPH061_HaitianRev.jpg,,,,,,,,,,,,,,,CPH061_HaitianRev.jpg,
0314,CPH062_AssataShakur.jpg,,,,,,,,,,,,,,,CPH062_AssataShakur.jpg,
0315,CPH073_JamaicanMaroons.jpg,,,,,,,,,,,,,,,CPH073_JamaicanMaroons.jpg,
0316,CPH078_PrisonJusticeDay.jpg,,,,,,,,,,,,,,,CPH078_PrisonJusticeDay.jpg,
0317,CPH085_RAFprisonattack.jpg,,,,,,,,,,,,,,,CPH085_RAFprisonattack.jpg,
0318,CPH098_Seattle.jpg,,,,,,,,,,,,,,,CPH098_Seattle.jpg,
0319,cr-conference.jpg,Art: miscellaneous (11) ,Events ,Geography: Chicago,,,,,,,,,,,,cr-conference.jpg,
0320,cropped-cropped-uc_banner.jpg,Academia: miscellaneous (4) ,Protests/Marches: miscellaneous ,World-building: miscellaneous (6),,,,,,,,,,,,cropped-cropped-uc_banner.jpg,"Academia: miscellaneous (4) , Protests/Marches: miscellaneous , World-building: miscellaneous (6)"
0321,CURB-Poster-Final-_O-copy-518x800.jpg,Art: miscellaneous (11) ,Art: Posters ,Community: miscellaneous (3) ,Infrastructure/Needs: miscellaneous (10) ,Protests/Marches: Megaphone ,Protests/Marches: miscellaneous ,Protests/Marches: Power Fist ,World-building: miscellaneous (6),,,,,,,CURB-Poster-Final-_O-copy-518x800.jpg,"Art: miscellaneous (11) , Art: Posters , Community: miscellaneous (3) , Infrastructure/Needs: miscellaneous (10) , Protests/Marches: Megaphone , Protests/Marches: miscellaneous , Protests/Marches: Power Fist , World-building: miscellaneous (6)"
0322,DangerPolice-cover.jpg,Archival/Era: 2010s ,Art: miscellaneous (11) ,Art: Posters ,Carceral Imagery: Handcuffs ,Carceral Imagery: Police Imagery,,,,,,,,,,DangerPolice-cover.jpg,"Archival/Era: 2010s , Art: miscellaneous (11) , Art: Posters , Carceral Imagery: Handcuffs , Carceral Imagery: Police Imagery"
0323,dapl_protectors.jpg,Elements: Earth ,Elements: Earth: Land Back/Pipelines ,Elements: Sky/Void ,Protests/Marches: miscellaneous ,Protests/Marches: Power Fist,,,,,,,,,,dapl_protectors.jpg,"Elements: Earth , Elements: Earth: Land Back/Pipelines , Elements: Sky/Void , Protests/Marches: miscellaneous , Protests/Marches: Power Fist"
0324,Day of OUtrage.jpg,Archival/Era: 2010s ,Events ,Geography: Knoxville ,Slogans: BLM ,Slogans: miscellaneous (7) ,Violence: Police Violence,,,,,,,,,Day of OUtrage.jpg,"Archival/Era: 2010s , Events , Geography: Knoxville , Slogans: BLM , Slogans: miscellaneous (7) , Violence: Police Violence"
0325,defundknoxville.jpg,Art: Billboards ,Geography: Knoxville ,Slogans: DDD ,Slogans: miscellaneous (7),,,,,,,,,,,defundknoxville.jpg,"Art: Billboards , Geography: Knoxville , Slogans: DDD , Slogans: miscellaneous (7)"
0326,DF29C750-6489-4055-AA49-817E99FE320E.JPG,Art: miscellaneous (11) ,Carceral Imagery: Prison Imagery ,Community: miscellaneous (3) ,RJ/TJ,,,,,,,,,,,DF29C750-6489-4055-AA49-817E99FE320E.JPG,"Art: miscellaneous (11) , Carceral Imagery: Prison Imagery , Community: miscellaneous (3) , RJ/TJ"
0327,digital.jpeg,,,,,,,,,,,,,,,digital.jpeg,
0328,Durham pushback against 70 million dollar police headquarters.jpg,Protests/Marches: miscellaneous ,Slogans: miscellaneous (7) ,World-building: miscellaneous (6),,,,,,,,,,,,Durham pushback against 70 million dollar police headquarters.jpg,"Protests/Marches: miscellaneous , Slogans: miscellaneous (7) , World-building: miscellaneous (6)"
0329,Earth 1.png,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Growth ,Elements: Water,,,,,,,,,,Earth 1.png,"Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Earth , Elements: Earth: Growth , Elements: Water"
0330,Earth 2.png,,,,,,,,,,,,,,,Earth 2.png,
0331,Earth 3.png,Elements: Earth ,Elements: Earth: Growth ,Labor ,World-building: miscellaneous (6),,,,,,,,,,,Earth 3.png,"Elements: Earth , Elements: Earth: Growth , Labor , World-building: miscellaneous (6)"
0332,Earth 4.png,,,,,,,,,,,,,,,Earth 4.png,
0333,Earth 5.png,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Growth ,World-building: miscellaneous (6),,,,,,,,,,Earth 5.png,"Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Earth , Elements: Earth: Growth , World-building: miscellaneous (6)"
0334,Earth 6.png,Apparel/Embodiment ,Elements: Earth ,Elements: Earth: Growth ,Elements: miscellaneous (8) ,Geography: Toronto,,,,,,,,,,Earth 6.png,"Apparel/Embodiment , Elements: Earth , Elements: Earth: Growth , Elements: miscellaneous (8) , Geography: Toronto"
0335,Earth 7.jpeg,,,,,,,,,,,,,,,Earth 7.jpeg,
0336,Earth 9.JPG,Art: miscellaneous (11) ,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Butterflies ,Slogans: miscellaneous (7),,,,,,,,,,Earth 9.JPG,"Art: miscellaneous (11) , Elements: Earth , Elements: Earth: Animals , Elements: Earth: Animals: Butterflies , Slogans: miscellaneous (7)"
0337,EcAgafRXQAAkW8U.jpg,Art: miscellaneous (11) ,Art: Posters ,Slogans: miscellaneous (7) ,World-building: miscellaneous (6),,,,,,,,,,,EcAgafRXQAAkW8U.jpg,"Art: miscellaneous (11) , Art: Posters , Slogans: miscellaneous (7) , World-building: miscellaneous (6)"
0338,els-ned-dougherty-team2.jpg,Art: Border Wall Art,,,,,,,,,,,,,,els-ned-dougherty-team2.jpg,Art: Border Wall Art
0339,ErKYtJ7XEAAdJ4w.jpg,Art: miscellaneous (11),,,,,,,,,,,,,,ErKYtJ7XEAAdJ4w.jpg,Art: miscellaneous (11)
0340,EZuFFmIXgAEoVVt.jpeg,,,,,,,,,,,,,,,EZuFFmIXgAEoVVt.jpeg,
0341,f27-time-before-and-time-after-1.jpg,,,,,,,,,,,,,,,f27-time-before-and-time-after-1.jpg,
0342,family-behind-bars-242x300.jpg,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery,,,,,,,,,,,,family-behind-bars-242x300.jpg,
0343,FB_IMG_1522331242776.jpg,Events ,Geography: Knoxville,,,,,,,,,,,,,FB_IMG_1522331242776.jpg,
0344,FB_IMG_1618425463254.jpg,Events ,Geography: Knoxville,,,,,,,,,,,,,FB_IMG_1618425463254.jpg,
0345,FB_IMG_1622072793754.jpg,Affect: Humor ,Carceral Imagery: Police Imagery ,Elements: Fire ,Violence: Police Violence,,,,,,,,,,,FB_IMG_1622072793754.jpg,
0346,Fig 1.1.png,Art: miscellaneous (11) ,Community: miscellaneous (3) ,RJ/TJ,,,,,,,,,,,,Fig 1.1.png,
0347,Fig 1.2.jpeg,,,,,,,,,,,,,,,Fig 1.2.jpeg,
0348,Fire 1.png,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth: Animals: Pigs ,Elements: Fire ,Slogans: FTP ,Slogans: miscellaneous (7),,,,,,,,,Fire 1.png,
0349,Fire 2.png,Art: miscellaneous (11) ,Art: Stickers ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Fire,,,,,,,,,,Fire 2.png,"Art: miscellaneous (11) , Art: Stickers , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Fire"
0350,Fire 3.png,,,,,,,,,,,,,,,Fire 3.png,
0351,Fire 4.png,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Elements: Fire ,Slogans: miscellaneous (7),,,,,,,,,,,Fire 4.png,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Elements: Fire , Slogans: miscellaneous (7)"
0352,Fire 5.png,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Prison Imagery ,Elements: Fire ,Protests/Marches: miscellaneous ,Slogans: No Jails/Bail,,,,,,,,,,Fire 5.png,"Carceral Imagery: miscellaneous (5) , Carceral Imagery: Prison Imagery , Elements: Fire , Protests/Marches: miscellaneous , Slogans: No Jails/Bail"
