batch_id,id,meta.code_1,meta.code_2,meta.code_3,meta.code_4,meta.code_5,meta.code_6,meta.code_7,meta.code_8,meta.code_9,meta.code_10,meta.code_11,meta.code_12,meta.code_13,meta.code_14,label,description
0616,Screen Shot 2020-02-02 at 9.31.16 AM.png,Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: miscellaneous (5) ,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Birds ,Elements: miscellaneous (8),,,,,,,,,Screen Shot 2020-02-02 at 9.31.16 AM.png,"Carceral Imagery: Barb Wire/Fences/Walls , Carceral Imagery: miscellaneous (5) , Elements: Earth , Elements: Earth: Animals , Elements: Earth: Animals: Birds , Elements: miscellaneous (8)"
0617,Screen Shot 2020-02-02 at 9.32.16 AM.png,Academia: miscellaneous (4) ,Community: miscellaneous (3) ,Slogans: No Jails/Bail,,,,,,,,,,,,Screen Shot 2020-02-02 at 9.32.16 AM.png,"Academia: miscellaneous (4) , Community: miscellaneous (3) , Slogans: No Jails/Bail"
0618,Screen Shot 2020-02-18 at 2.46.39 PM.png,,,,,,,,,,,,,,,Screen Shot 2020-02-18 at 2.46.39 PM.png,
0619,Screen Shot 2020-02-18 at 2.50.56 PM.png,,,,,,,,,,,,,,,Screen Shot 2020-02-18 at 2.50.56 PM.png,
0620,Screen Shot 2020-06-08 at 12.49.07 PM.png,Art: miscellaneous (11) ,Community: miscellaneous (3) ,RJ/TJ ,Slogans: BLM: Eric Garner,,,,,,,,,,,Screen Shot 2020-06-08 at 12.49.07 PM.png,"Art: miscellaneous (11) , Community: miscellaneous (3) , RJ/TJ , Slogans: BLM: Eric Garner"
0621,Screen Shot 2020-08-31 at 6.44.49 AM.png,Academia: miscellaneous (4) ,Academia: UTK Campus ,Academia: UTK Campus: UT ,Archival/Era: miscellaneous (9) ,Geography: Knoxville ,Slogans: BLM,,,,,,,,,Screen Shot 2020-08-31 at 6.44.49 AM.png,"Academia: miscellaneous (4) , Academia: UTK Campus , Academia: UTK Campus: UT , Archival/Era: miscellaneous (9) , Geography: Knoxville , Slogans: BLM"
0622,Screen Shot 2020-09-15 at 10.19.59 AM.png,,,,,,,,,,,,,,,Screen Shot 2020-09-15 at 10.19.59 AM.png,
0623,Screen Shot 2020-09-17 at 12.16.05 PM.png,Affect: Humor ,Art: miscellaneous (11) ,Elements: Fire ,Elements: miscellaneous (8) ,Protests/Marches: miscellaneous ,Violence: Police Violence,,,,,,,,,Screen Shot 2020-09-17 at 12.16.05 PM.png,"Affect: Humor , Art: miscellaneous (11) , Elements: Fire , Elements: miscellaneous (8) , Protests/Marches: miscellaneous , Violence: Police Violence"
0624,Screen Shot 2020-09-22 at 7.40.50 AM.png,Archival/Era: 2020s ,Archival/Era: miscellaneous (9) ,Slogans: DDD ,Slogans: miscellaneous (7),,,,,,,,,,,Screen Shot 2020-09-22 at 7.40.50 AM.png,"Archival/Era: 2020s , Archival/Era: miscellaneous (9) , Slogans: DDD , Slogans: miscellaneous (7)"
0625,Screen Shot 2020-09-26 at 11.02.41 AM.png,Community: Accountability ,Community: miscellaneous (3) ,RJ/TJ,,,,,,,,,,,,Screen Shot 2020-09-26 at 11.02.41 AM.png,"Community: Accountability , Community: miscellaneous (3) , RJ/TJ"
0626,Screen Shot 2020-09-26 at 11.21.39 AM.png,Community: Accountability ,Community: miscellaneous (3) ,Protests/Marches: Power Fist ,RJ/TJ,,,,,,,,,,,Screen Shot 2020-09-26 at 11.21.39 AM.png,"Community: Accountability , Community: miscellaneous (3) , Protests/Marches: Power Fist , RJ/TJ"
0627,Screen Shot 2020-10-23 at 2.55.52 PM.png,Art: miscellaneous (11) ,Art: Posters ,Community: Accountability ,Community: miscellaneous (3) ,RJ/TJ ,Violence: Police Violence,,,,,,,,,Screen Shot 2020-10-23 at 2.55.52 PM.png,"Art: miscellaneous (11) , Art: Posters , Community: Accountability , Community: miscellaneous (3) , RJ/TJ , Violence: Police Violence"
0628,Screen Shot 2020-10-23 at 2.56.12 PM.png,Art: miscellaneous (11) ,Art: Posters ,RJ/TJ,,,,,,,,,,,,Screen Shot 2020-10-23 at 2.56.12 PM.png,"Art: miscellaneous (11) , Art: Posters , RJ/TJ"
0629,Screen Shot 2020-10-23 at 2.56.25 PM.png,Art: miscellaneous (11) ,Art: Posters ,Community: Accountability ,Community: miscellaneous (3) ,RJ/TJ,,,,,,,,,,Screen Shot 2020-10-23 at 2.56.25 PM.png,"Art: miscellaneous (11) , Art: Posters , Community: Accountability , Community: miscellaneous (3) , RJ/TJ"
0630,Screen Shot 2020-10-23 at 2.56.32 PM.png,Art: miscellaneous (11) ,Art: Posters ,Community: Accountability ,Community: miscellaneous (3) ,RJ/TJ,,,,,,,,,,Screen Shot 2020-10-23 at 2.56.32 PM.png,"Art: miscellaneous (11) , Art: Posters , Community: Accountability , Community: miscellaneous (3) , RJ/TJ"
0631,Screen Shot 2020-10-23 at 2.56.44 PM.png,Art: miscellaneous (11) ,Art: Posters ,Community: Accountability ,Community: miscellaneous (3) ,RJ/TJ,,,,,,,,,,Screen Shot 2020-10-23 at 2.56.44 PM.png,"Art: miscellaneous (11) , Art: Posters , Community: Accountability , Community: miscellaneous (3) , RJ/TJ"
0632,Screen Shot 2020-10-23 at 2.57.06 PM.png,Art: miscellaneous (11) ,Art: Posters ,Community: Accountability ,RJ/TJ,,,,,,,,,,,Screen Shot 2020-10-23 at 2.57.06 PM.png,
0633,Screen Shot 2020-10-23 at 12.56.07 PM,,,,,,,,,,,,,,,Screen Shot 2020-10-23 at 12.56.07 PM,
0634,Screen Shot 2020-10-26 at 5.34.07 AM.png,Art: miscellaneous (11) ,Art: Posters ,Elements: Fire,,,,,,,,,,,,Screen Shot 2020-10-26 at 5.34.07 AM.png,
0635,Screen Shot 2020-12-28 at 7.40.11 AM.png,,,,,,,,,,,,,,,Screen Shot 2020-12-28 at 7.40.11 AM.png,
0636,Screen Shot 2021-02-27 at 5.24.40 PM.png,Apparel/Embodiment ,RJ/TJ ,World-building: miscellaneous (6),,,,,,,,,,,,Screen Shot 2021-02-27 at 5.24.40 PM.png,
0637,Screen Shot 2021-02-27 at 5.26.21 PM.png,,,,,,,,,,,,,,,Screen Shot 2021-02-27 at 5.26.21 PM.png,
0638,Screen Shot 2021-02-27 at 5.26.40 PM.png,Art: miscellaneous (11) ,Protests/Marches: Power Fist ,RJ/TJ,,,,,,,,,,,,Screen Shot 2021-02-27 at 5.26.40 PM.png,
0639,Screen Shot 2021-02-27 at 5.27.18 PM.png,Art: miscellaneous (11) ,Art: Posters ,Community: miscellaneous (3) ,Protests/Marches: miscellaneous,,,,,,,,,,,Screen Shot 2021-02-27 at 5.27.18 PM.png,"Art: miscellaneous (11) , Art: Posters , Community: miscellaneous (3) , Protests/Marches: miscellaneous"
0640,Screen Shot 2021-02-27 at 5.28.12 PM.png,,,,,,,,,,,,,,,Screen Shot 2021-02-27 at 5.28.12 PM.png,
0641,Screen Shot 2021-02-27 at 5.29.21 PM.png,Art: miscellaneous (11) ,Art: Posters ,RJ/TJ,,,,,,,,,,,,Screen Shot 2021-02-27 at 5.29.21 PM.png,"Art: miscellaneous (11) , Art: Posters , RJ/TJ"
0642,Screen Shot 2021-02-27 at 5.30.11 PM.png,,,,,,,,,,,,,,,Screen Shot 2021-02-27 at 5.30.11 PM.png,
0643,Screen Shot 2021-03-05 at 10.37.39 AM.png,,,,,,,,,,,,,,,Screen Shot 2021-03-05 at 10.37.39 AM.png,
0644,Screen Shot 2021-08-30 at 11.25.37 AM.png,,,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.25.37 AM.png,
0645,Screen Shot 2021-08-30 at 11.25.44 AM.png,,,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.25.44 AM.png,
0646,Screen Shot 2021-08-30 at 11.25.53 AM.png,,,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.25.53 AM.png,
0647,Screen Shot 2021-08-30 at 11.26.00 AM.png,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Community: miscellaneous (3),,,,,,,,,,,Screen Shot 2021-08-30 at 11.26.00 AM.png,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Community: miscellaneous (3)"
0648,Screen Shot 2021-08-30 at 11.26.10 AM.png,Art: miscellaneous (11),,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.26.10 AM.png,Art: miscellaneous (11)
0649,Screen Shot 2021-08-30 at 11.26.18 AM.png,Art: miscellaneous (11),,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.26.18 AM.png,Art: miscellaneous (11)
0650,Screen Shot 2021-08-30 at 11.26.27 AM.png,Art: miscellaneous (11),,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.26.27 AM.png,Art: miscellaneous (11)
0651,Screen Shot 2021-08-30 at 11.26.33 AM.png,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Violence: Police Violence,,,,,,,,,,,Screen Shot 2021-08-30 at 11.26.33 AM.png,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Violence: Police Violence"
0652,Screen Shot 2021-08-30 at 11.26.40 AM.png,Art: miscellaneous (11),,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.26.40 AM.png,Art: miscellaneous (11)
0653,Screen Shot 2021-08-30 at 11.26.52 AM.png,Art: miscellaneous (11),,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.26.52 AM.png,Art: miscellaneous (11)
0654,Screen Shot 2021-08-30 at 11.27.02 AM.png,Art: miscellaneous (11) ,World-building: Peace,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.27.02 AM.png,"Art: miscellaneous (11) , World-building: Peace"
0655,Screen Shot 2021-08-30 at 11.27.11 AM.png,Art: miscellaneous (11) ,World-building: Peace,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.27.11 AM.png,"Art: miscellaneous (11) , World-building: Peace"
0656,Screen Shot 2021-08-30 at 11.27.21 AM.png,Art: miscellaneous (11) ,Elements: Sky/Void: Rainbows,,,,,,,,,,,,,Screen Shot 2021-08-30 at 11.27.21 AM.png,"Art: miscellaneous (11) , Elements: Sky/Void: Rainbows"
0657,Screen Shot 2021-08-30 at 11.27.37 AM.png,Art: miscellaneous (11) ,Protests/Marches: miscellaneous ,Slogans: No Jails/Bail ,World-building: Peace,,,,,,,,,,,Screen Shot 2021-08-30 at 11.27.37 AM.png,"Art: miscellaneous (11) , Protests/Marches: miscellaneous , Slogans: No Jails/Bail , World-building: Peace"
0658,Screen Shot 2021-10-12 at 1.04.18 PM.png,Elements: Earth ,Elements: Earth: Growth ,Elements: Earth: Land Back/Pipelines ,Elements: Fire ,Environment ,Infrastructure/Needs: miscellaneous (10),,,,,,,,,Screen Shot 2021-10-12 at 1.04.18 PM.png,"Elements: Earth , Elements: Earth: Growth , Elements: Earth: Land Back/Pipelines , Elements: Fire , Environment , Infrastructure/Needs: miscellaneous (10)"
0659,Screen Shot 2021-10-12 at 1.05.39 PM.png,Archival/Era: 1990s ,Art: miscellaneous (11) ,Elements: Fire ,Elements: miscellaneous (8) ,Protests/Marches: miscellaneous,,,,,,,,,,Screen Shot 2021-10-12 at 1.05.39 PM.png,"Archival/Era: 1990s , Art: miscellaneous (11) , Elements: Fire , Elements: miscellaneous (8) , Protests/Marches: miscellaneous"
0660,Screen Shot 2021-10-12 at 1.07.25 PM.png,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Fire ,Elements: Sky/Void: Rainbows,,,,,,,,,,Screen Shot 2021-10-12 at 1.07.25 PM.png,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Fire , Elements: Sky/Void: Rainbows"
0661,Screen Shot 2021-10-12 at 1.08.47 PM.png,Art: miscellaneous (11) ,Elements: Fire ,Protests/Marches: miscellaneous,,,,,,,,,,,,Screen Shot 2021-10-12 at 1.08.47 PM.png,
0662,Screen Shot 2021-10-12 at 1.09.42 PM.png,,,,,,,,,,,,,,,Screen Shot 2021-10-12 at 1.09.42 PM.png,
0663,Screen Shot 2021-10-12 at 1.14.17 PM.png,Community: Organizations: Highlander ,Elements: Fire ,Geography: Appalachia,,,,,,,,,,,,Screen Shot 2021-10-12 at 1.14.17 PM.png,
0664,Screen Shot 2021-10-12 at 1.20.19 PM.png,Art: miscellaneous (11) ,Community: Safety ,Elements: Fire ,Elements: miscellaneous (8) ,Environment ,Labor,,,,,,,,,Screen Shot 2021-10-12 at 1.20.19 PM.png,
0665,Screen Shot 2021-10-12 at 1.22.19 PM.png,Art: miscellaneous (11) ,Elements: Air ,Elements: Earth ,Elements: Earth: Growth ,Elements: miscellaneous (8) ,Geography: Toronto,,,,,,,,,Screen Shot 2021-10-12 at 1.22.19 PM.png,
0666,Screen Shot 2021-10-12 at 1.22.39 PM.png,,,,,,,,,,,,,,,Screen Shot 2021-10-12 at 1.22.39 PM.png,
0667,Screen Shot 2021-10-12 at 1.27.28 PM.png,Art: miscellaneous (11) ,Art: Posters ,Elements: Fire ,Elements: miscellaneous (8) ,Elements: Water,,,,,,,,,,Screen Shot 2021-10-12 at 1.27.28 PM.png,
0668,Screen Shot 2021-10-12 at 1.28.08 PM.png,Art: miscellaneous (11) ,Crime/Law Breaking ,Elements: Fire ,Protests/Marches: miscellaneous,,,,,,,,,,,Screen Shot 2021-10-12 at 1.28.08 PM.png,"Art: miscellaneous (11) , Crime/Law Breaking , Elements: Fire , Protests/Marches: miscellaneous"
0669,Screen Shot 2021-10-12 at 1.28.29 PM.png,,,,,,,,,,,,,,,Screen Shot 2021-10-12 at 1.28.29 PM.png,
0670,Screen Shot 2021-10-13 at 8.35.33 AM.png,Carceral Imagery: Chains ,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: Black Mamas Bailout ,Geography: Knoxville ,Protests/Marches: Power Fist ,Slogans: No Jails/Bail,,,,,,,,Screen Shot 2021-10-13 at 8.35.33 AM.png,"Carceral Imagery: Chains , Community: miscellaneous (3) , Community: Organizations , Community: Organizations: Black Mamas Bailout , Geography: Knoxville , Protests/Marches: Power Fist , Slogans: No Jails/Bail"
0671,Screen Shot 2021-10-13 at 9.01.02 AM.png,Community: Organizations: Highlander ,Elements: Earth ,Elements: Earth: Land Back/Pipelines ,Elements: miscellaneous (8) ,Geography: Appalachia ,Slogans: miscellaneous (7) ,World-building: miscellaneous (6) ,World-building: Peace,,,,,,,Screen Shot 2021-10-13 at 9.01.02 AM.png,"Community: Organizations: Highlander , Elements: Earth , Elements: Earth: Land Back/Pipelines , Elements: miscellaneous (8) , Geography: Appalachia , Slogans: miscellaneous (7) , World-building: miscellaneous (6) , World-building: Peace"
0672,Screen Shot 2021-10-13 at 9.01.17 AM.png,Community: miscellaneous (3) ,Community: Organizations ,Community: Organizations: Highlander ,Elements: Earth: Land Back/Pipelines ,Elements: Fire ,Violence: Police Violence,,,,,,,,,Screen Shot 2021-10-13 at 9.01.17 AM.png,"Community: miscellaneous (3) , Community: Organizations , Community: Organizations: Highlander , Elements: Earth: Land Back/Pipelines , Elements: Fire , Violence: Police Violence"
0673,Screen Shot 2021-10-13 at 9.01.50 AM.png,Academia: miscellaneous (4) ,Academia: UTK Campus ,Academia: UTK Campus: UT ,Affect: Humor ,Archival/Era: 2010s ,Art: Graffiti ,Art: miscellaneous (11) ,Slogans: miscellaneous (7),,,,,,,Screen Shot 2021-10-13 at 9.01.50 AM.png,"Academia: miscellaneous (4) , Academia: UTK Campus , Academia: UTK Campus: UT , Affect: Humor , Archival/Era: 2010s , Art: Graffiti , Art: miscellaneous (11) , Slogans: miscellaneous (7)"
0674,Screen Shot 2021-10-13 at 9.33.13 AM.png,Archival/Era: 2010s ,Carceral Imagery: Barb Wire/Fences/Walls ,Carceral Imagery: miscellaneous (5) ,Carceral Imagery: Police Imagery : ICE ,Protests/Marches: miscellaneous ,Violence: Police Violence,,,,,,,,,Screen Shot 2021-10-13 at 9.33.13 AM.png,"Archival/Era: 2010s , Carceral Imagery: Barb Wire/Fences/Walls , Carceral Imagery: miscellaneous (5) , Carceral Imagery: Police Imagery : ICE , Protests/Marches: miscellaneous , Violence: Police Violence"
0675,Screen Shot 2021-12-25 at 11.28.10 AM.png,World-building: miscellaneous (6),,,,,,,,,,,,,,Screen Shot 2021-12-25 at 11.28.10 AM.png,World-building: miscellaneous (6)
0676,Screen Shot 2021-12-25 at 11.30.50 AM.png,Art: miscellaneous (11) ,Carceral Imagery: Prison Imagery ,Carceral Imagery: Prison Imagery: Bars ,Elements: Earth ,Elements: Earth: Growth ,Slogans: miscellaneous (7) ,Slogans: No Jails/Bail,,,,,,,,Screen Shot 2021-12-25 at 11.30.50 AM.png,"Art: miscellaneous (11) , Carceral Imagery: Prison Imagery , Carceral Imagery: Prison Imagery: Bars , Elements: Earth , Elements: Earth: Growth , Slogans: miscellaneous (7) , Slogans: No Jails/Bail"
0677,Screen Shot 2021-12-25 at 11.32.36 AM.png,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Carceral Imagery: Police Imagery : Car ,Elements: Earth ,Elements: Earth: Growth ,Elements: miscellaneous (8) ,World-building: miscellaneous (6),,,,,,,,Screen Shot 2021-12-25 at 11.32.36 AM.png,"Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Carceral Imagery: Police Imagery : Car , Elements: Earth , Elements: Earth: Growth , Elements: miscellaneous (8) , World-building: miscellaneous (6)"
0678,Screen Shot 2021-12-25 at 11.36.12 AM.png,Affect: Humor ,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Elements: Fire ,Slogans: DDD ,Slogans: Prison Abolition,,,,,,,,,Screen Shot 2021-12-25 at 11.36.12 AM.png,"Affect: Humor , Art: miscellaneous (11) , Carceral Imagery: miscellaneous (5) , Elements: Fire , Slogans: DDD , Slogans: Prison Abolition"
0679,Screen Shot 2021-12-25 at 11.37.13 AM.png,,,,,,,,,,,,,,,Screen Shot 2021-12-25 at 11.37.13 AM.png,
0680,Screen Shot 2021-12-27 at 12.29.34 PM.png,Art: miscellaneous (11) ,Carceral Imagery: miscellaneous (5) ,Elements: Air ,Elements: Fire ,Elements: miscellaneous (8) ,Violence: Police Violence,,,,,,,,,Screen Shot 2021-12-27 at 12.29.34 PM.png,"Art: miscellaneous (11) , Carceral Imagery: miscellaneous (5) , Elements: Air , Elements: Fire , Elements: miscellaneous (8) , Violence: Police Violence"
0681,Screen Shot 2021-12-27 at 12.35.32 PM.png,,,,,,,,,,,,,,,Screen Shot 2021-12-27 at 12.35.32 PM.png,
0682,Screen Shot 2021-12-27 at 12.37.01 PM.png,Art: Graffiti ,Art: miscellaneous (11) ,Elements: Fire ,Slogans: No Jails/Bail,,,,,,,,,,,Screen Shot 2021-12-27 at 12.37.01 PM.png,"Art: Graffiti , Art: miscellaneous (11) , Elements: Fire , Slogans: No Jails/Bail"
0683,Screen Shot 2021-12-27 at 12.38.20 PM.png,Art: miscellaneous (11) ,Art: Posters ,Elements: Earth: Growth ,Environment ,Slogans: No Jails/Bail,,,,,,,,,,Screen Shot 2021-12-27 at 12.38.20 PM.png,"Art: miscellaneous (11) , Art: Posters , Elements: Earth: Growth , Environment , Slogans: No Jails/Bail"
0684,Screen Shot 2021-12-27 at 12.40.33 PM.png,Carceral Imagery: Handcuffs ,Carceral Imagery: miscellaneous (5) ,Elements: Earth ,Elements: Earth: Growth ,Elements: Sky/Void ,Elements: Sky/Void: Clouds ,Slogans: miscellaneous (7),,,,,,,,Screen Shot 2021-12-27 at 12.40.33 PM.png,"Carceral Imagery: Handcuffs , Carceral Imagery: miscellaneous (5) , Elements: Earth , Elements: Earth: Growth , Elements: Sky/Void , Elements: Sky/Void: Clouds , Slogans: miscellaneous (7)"
0685,Screen Shot 2021-12-27 at 12.42.35 PM.png,,,,,,,,,,,,,,,Screen Shot 2021-12-27 at 12.42.35 PM.png,
0686,Screen Shot 2021-12-27 at 12.42.50 PM.png,,,,,,,,,,,,,,,Screen Shot 2021-12-27 at 12.42.50 PM.png,
0687,Screen Shot 2021-12-28 at 10.02.52 AM.png,,,,,,,,,,,,,,,Screen Shot 2021-12-28 at 10.02.52 AM.png,
0688,Screen Shot 2021-12-28 at 10.03.37 AM.png,,,,,,,,,,,,,,,Screen Shot 2021-12-28 at 10.03.37 AM.png,
0689,Screen Shot 2021-12-28 at 10.04.37 AM.png,Art: miscellaneous (11) ,Protests/Marches: miscellaneous,,,,,,,,,,,,,Screen Shot 2021-12-28 at 10.04.37 AM.png,"Art: miscellaneous (11) , Protests/Marches: miscellaneous"
0690,Screen Shot 2021-12-29 at 1.28.54 PM.png,Art: miscellaneous (11),,,,,,,,,,,,,,Screen Shot 2021-12-29 at 1.28.54 PM.png,
0691,Screen Shot 2021-12-29 at 1.29.57 PM.png,Art: miscellaneous (11) ,Elements: Air ,Elements: Earth ,Elements: Earth: Animals ,Elements: Sky/Void ,Elements: Sky/Void: Clouds ,Violence: Police Violence,,,,,,,,Screen Shot 2021-12-29 at 1.29.57 PM.png,
0692,Screen Shot 2022-01-02 at 7.08.48 PM.png,Elements: Earth ,Elements: Earth: Growth ,Infrastructure/Needs: miscellaneous (10) ,World-building: miscellaneous (6),,,,,,,,,,,Screen Shot 2022-01-02 at 7.08.48 PM.png,
0693,Screen Shot 2022-01-02 at 7.16.00 PM.png,Academia: miscellaneous (4) ,Academia: Scholars ,Slogans: miscellaneous (7),,,,,,,,,,,,Screen Shot 2022-01-02 at 7.16.00 PM.png,
0694,Screen Shot 2022-01-02 at 7.17.58 PM.png,Art: Billboards ,Violence: Police Violence,,,,,,,,,,,,,Screen Shot 2022-01-02 at 7.17.58 PM.png,
0695,Screen Shot 2022-01-02 at 7.18.56 PM.png,Elements: Earth ,Elements: Earth: Animals ,Elements: Earth: Animals: Butterflies ,Slogans: miscellaneous (7),,,,,,,,,,,Screen Shot 2022-01-02 at 7.18.56 PM.png,
0696,Screen Shot 2022-01-02 at 7.21.25 PM.png,Art: miscellaneous (11) ,Art: Posters ,Elements: Earth ,Elements: Earth: Animals: Birds ,Elements: miscellaneous (8) ,Environment ,Events,,,,,,,,Screen Shot 2022-01-02 at 7.21.25 PM.png,
0697,Screen Shot 2022-01-02 at 7.21.46 PM.png,Art: miscellaneous (11) ,Art: Posters ,Elements: Air ,Elements: Sky/Void ,Elements: Sky/Void: Clouds ,World-building: Peace,,,,,,,,,Screen Shot 2022-01-02 at 7.21.46 PM.png,"Art: miscellaneous (11) , Art: Posters , Elements: Air , Elements: Sky/Void , Elements: Sky/Void: Clouds , World-building: Peace"
0698,Screen Shot 2022-01-10 at 1.01.20 PM.png,Affect: Humor ,Art: Graffiti ,Art: miscellaneous (11) ,Geography: Minneapolis,,,,,,,,,,,Screen Shot 2022-01-10 at 1.01.20 PM.png,"Affect: Humor , Art: Graffiti , Art: miscellaneous (11) , Geography: Minneapolis"
0699,Screen Shot 2022-01-10 at 1.05.47 PM.png,,,,,,,,,,,,,,,Screen Shot 2022-01-10 at 1.05.47 PM.png,
0700,Screen Shot 2022-01-10 at 1.07.18 PM.png,Academia: miscellaneous (4) ,Academia: Scholars ,Art: miscellaneous (11) ,Art: Mural ,Community: miscellaneous (3) ,Elements: Earth ,Environment ,RJ/TJ,,,,,,,Screen Shot 2022-01-10 at 1.07.18 PM.png,"Academia: miscellaneous (4) , Academia: Scholars , Art: miscellaneous (11) , Art: Mural , Community: miscellaneous (3) , Elements: Earth , Environment , RJ/TJ"
0701,Screen Shot 2022-01-10 at 1.09.18 PM.png,Community: Safety ,Community: Schools,,,,,,,,,,,,,Screen Shot 2022-01-10 at 1.09.18 PM.png,"Community: Safety , Community: Schools"
0702,Screen Shot 2022-02-09 at 11.41.43 AM.png,Affect: Humor ,Art: miscellaneous (11) ,Art: Posters ,Labor,,,,,,,,,,,Screen Shot 2022-02-09 at 11.41.43 AM.png,"Affect: Humor , Art: miscellaneous (11) , Art: Posters , Labor"
0703,Screen Shot 2022-02-09 at 11.43.09 AM.png,Elements: Earth ,Elements: Earth: Growth ,Elements: Earth: Land Back/Pipelines ,Environment ,RJ/TJ,,,,,,,,,,Screen Shot 2022-02-09 at 11.43.09 AM.png,"Elements: Earth , Elements: Earth: Growth , Elements: Earth: Land Back/Pipelines , Environment , RJ/TJ"
0704,Screen Shot 2022-05-25 at 9.36.51 AM.png,Art: Graffiti ,Art: miscellaneous (11) ,Art: Mural ,Elements: Fire ,Elements: miscellaneous (8) ,Labor ,Protests/Marches: miscellaneous,,,,,,,,Screen Shot 2022-05-25 at 9.36.51 AM.png,"Art: Graffiti , Art: miscellaneous (11) , Art: Mural , Elements: Fire , Elements: miscellaneous (8) , Labor , Protests/Marches: miscellaneous"
0705,Screen Shot 2022-05-25 at 9.51.35 AM.png,,,,,,,,,,,,,,,Screen Shot 2022-05-25 at 9.51.35 AM.png,
0706,Screen Shot 2022-05-25 at 9.57.52 AM.png,Affect: Humor ,Art: Graffiti ,Art: miscellaneous (11) ,Carceral Imagery: Police Imagery ,Elements: Fire ,Elements: miscellaneous (8) ,Geography: Minneapolis ,Protests/Marches: miscellaneous,,,,,,,Screen Shot 2022-05-25 at 9.57.52 AM.png,"Affect: Humor , Art: Graffiti , Art: miscellaneous (11) , Carceral Imagery: Police Imagery , Elements: Fire , Elements: miscellaneous (8) , Geography: Minneapolis , Protests/Marches: miscellaneous"
